ID Cliente;Nome Completo;CPF;E-mail;Estado;Data Nascimento;Telefone;Última Compra;Valor Compra;Status Cliente;registros_duplicados;email_valido;Telefone_valido;cpf_valido;data_nascimento_valida;ultima_compra_valida
1028;Maria Cecília Da Mata;51970324643;raquel53@yahoo.com.br;BA;12/10/1981;(31) 9627-6566;2025-07-28;4282,08;Bloqueado;False;True;True;True;True;True
1029;Cecília Cardoso;98572160302;jesusemilly@carvalho.br;GO;02/11/2002;(41) 6628-6153;2024-09-26;2308,22;Ativo;False;False;True;True;True;True
1030;Rafael Peixoto;19684320515;joao-vitor73@da.com;GO;16/12/1951;(21) 8324-1275;2024-09-15;3301,68;Bloqueado;False;False;True;True;True;True
1031;João Vitor Lima;21078356912;laviniaaragao@yahoo.com.br;RJ;03/11/1955;(41) 0293-6091;2025-04-22;4152,83;Ativo;False;True;True;True;True;True
1032;Valentina Almeida;01398642533;costarodrigo@uol.com.br;PA;15/05/1959;(61) 5113-6565;2024-12-02;4907,02;Bloqueado;False;True;True;True;True;True
1033;Eduardo Da Cruz;89452371609;duartejuan@ig.com.br;RO;16/11/1954;(21) 9210-4148;2024-08-23;1267,41;Ativo;False;True;True;True;True;True
1034;Isis Rocha;nan;luiz-henrique78@da.com;MS;14/12/1964;(21) 0860-1689;2025-03-04;3499,65;Inativo;False;False;True;False;True;True
1035;Bryan Caldeira;51436087244;pedro-henriquebarbosa@pires.br;TO;13/06/1974;(41) 7570-8642;2024-09-25;2181,63;Bloqueado;False;False;True;True;True;True
1036;Gustavo Dias;83061924787;vcunha@uol.com.br;MS;18/05/1970;(84) 5706-9473;2024-09-23;1810,61;Inativo;False;True;True;True;True;True
1037;Pedro Henrique Da Paz;92784051676;ana-carolina96@ig.com.br;MG;27/12/1965;(61) 3056-2211;2024-11-16;1053,22;Inativo;False;True;True;True;True;True
1038;Lucas Caldeira;31907685448;laraujo@nogueira.br;SP;28/01/1964;(71) 0913-6836;2024-09-03;2854,38;Ativo;False;False;True;True;True;True
1039;Elisa Silva;39510248797;mariane38@carvalho.net;PB;22/07/2007;(11) 2471-0311;2025-07-28;4612,92;Inativo;False;False;True;True;True;True
1040;Sabrina Mendes;91342560752;maria-ceciliaribeiro@gmail.com;GO;22/10/1977;(41) 5585-9769;2025-06-15;3064,01;Inativo;False;True;True;True;True;True
1041;Lucas Da Rosa;nan;wda-cruz@teixeira.br;AL;24/07/1958;(31) 1857-2641;2025-02-27;169,29;Inativo;False;False;True;False;True;True
1042;João Pedro Ferreira;72840569329;cda-costa@silveira.com;SE;02/04/1968;(84) 2945-7442;2025-03-01;4563,35;Ativo;False;False;True;True;True;True
1043;Marcos Vinicius Silveira;nan;joao-gabriel87@araujo.org;RJ;23/06/1972;(71) 9813-8048;2025-10-21;4905,66;Inativo;False;False;True;False;True;False
1044;Enrico Caldeira;03974586148;leticiamoreira@ramos.br;DF;20/03/2003;nan;2025-09-19;2547,87;Bloqueado;True;False;False;True;True;False
1045;Marcos Vinicius Cunha;03712896450;elisa17@silva.com;PA;27/05/1954;nan;2024-10-19;996,95;Bloqueado;False;False;False;True;True;True
1046;Felipe Martins;39265087102;sjesus@farias.net;RN;26/12/1947;(31) 8203-8958;2025-05-11;2145,63;Ativo;False;False;True;True;True;True
1047;Melissa Pires;53784210635;rda-rosa@barros.br;AL;25/05/1999;(51) 2869-7593;2025-02-11;478,11;Ativo;False;False;True;True;True;True
1048;Maitê Moraes;09536472180;otaviopeixoto@caldeira.com;RR;21/04/1959;nan;2024-08-21;4066,86;Ativo;False;False;False;True;True;True
1049;Pietra Costela;46397201570;eloah60@silva.br;SE;18/05/1978;(50) 0603-1827;2025-05-29;2001,14;Bloqueado;False;False;True;True;True;True
1050;Maria Fernanda Da Costa;nan;das-nevesana-clara@das.br;MT;21/02/1959;(81) 1343-6567;2024-10-08;4577,2;Ativo;False;False;True;False;True;True
1051;Ana Clara Lopes;90641738501;das-nevescarolina@ig.com.br;SC;01/04/1992;(11) 3261-1718;2025-04-26;2716,27;Ativo;False;True;True;True;True;True
1052;Eduarda Aragão;42078956392;doliveira@da.br;PI;03/12/1957;nan;2025-05-05;1168,07;Bloqueado;False;False;False;True;True;True
1053;Maysa Da Paz;17034825653;pdas-neves@hotmail.com;PI;18/03/1974;(51) 8304-6705;2024-12-22;4766,16;Ativo;False;True;True;True;True;True
1054;Helena Nascimento;nan;rodrigueslucas-gabriel@uol.com.br;SC;20/07/1968;nan;2024-12-29;3056,54;Inativo;False;True;False;False;True;True
1055;Alexia Da Mata;68324159746;fogacavalentina@uol.com.br;SC;22/09/1985;(11) 6814-4119;2024-09-29;175,9;Inativo;False;True;True;True;True;True
1056;Leandro Melo;89102764520;da-cruzenzo@ribeiro.br;SP;25/09/1980;(31) 8850-6827;2025-02-17;156,18;Bloqueado;False;False;True;True;True;True
1057;Ana Clara Correia;41502387905;rcaldeira@uol.com.br;RR;21/05/1978;nan;2025-01-23;3612,06;Bloqueado;False;True;False;True;True;True
1058;Maria Alice Farias;19734250841;prezende@viana.br;PI;09/02/1957;[INVÁLIDO] 08006743309;2025-05-25;2347,32;Ativo;False;False;False;True;True;True
1059;Maria Alice Pires;nan;agathacosta@yahoo.com.br;RO;26/09/1946;(51) 2511-6699;2025-06-01;1700,91;Inativo;False;True;True;False;True;True
1060;Diego Nogueira;68194573084;ana-vitoriagomes@yahoo.com.br;BA;07/02/1989;nan;2025-02-21;3310,67;Inativo;False;True;False;True;True;True
1061;Guilherme Pinto;109301;da-mataheloisa@carvalho.br;PA;18/06/1963;(81) 0858-7311;2025-08-06;311,75;Ativo;False;False;True;False;True;True
1062;Davi Lucca Moura;06895312498;isadorabarbosa@gmail.com;SC;03/07/1974;(31) 4439-2927;2025-01-18;653,57;Bloqueado;False;True;True;True;True;True
1063;Arthur Da Mota;97046215316;felipenascimento@hotmail.com;RO;21/08/1956;(50) 0407-4652;2025-05-15;1600,33;Bloqueado;False;True;True;True;True;True
1064;Clara Gomes;nan;joao-gabrieljesus@bol.com.br;DF;02/03/1947;[INVÁLIDO] 09004983532;2025-03-02;1779,61;Bloqueado;False;True;False;False;True;True
1065;Maria Cecília Carvalho;30824167996;luiz-fernando98@castro.com;PR;16/06/1982;(61) 3125-8703;2025-06-29;4149,11;Bloqueado;False;False;True;True;True;True
1066;Cecília Oliveira;45819036298;maria-eduarda96@carvalho.com;PR;29/05/1959;(81) 9686-5562;2025-01-19;3266,85;Inativo;False;False;True;True;True;True
1067;Juliana Pinto;486192;juliana@;MG;13/10/1944;nan;2025-03-23;4044,01;Bloqueado;False;False;False;False;True;True
1068;Daniel Sales;18754362946;costamanuela@uol.com.br;RJ;26/07/1987;(31) 2861-7137;2025-04-18;767,37;Bloqueado;False;True;True;True;True;True
1069;Luiza Porto;nan;tda-rocha@cavalcanti.br;RO;25/10/1999;(81) 0767-9041;2024-12-26;2102,04;Bloqueado;False;False;True;False;True;True
1070;Davi Lucca Cardoso;41295867001;fcardoso@ferreira.br;PR;13/03/2001;(51) 6379-2581;2024-09-15;2884,71;Ativo;False;False;True;True;True;True
1071;Ana Julia Castro;65837294074;pereirastella@bol.com.br;SE;24/12/1989;(84) 8430-7930;2025-05-26;4788,89;Inativo;False;True;True;True;True;True
1072;Antônio Pires;42750896347;ana-beatriz31@yahoo.com.br;ES;31/12/1997;(84) 2842-9023;2024-08-18;2855,32;Ativo;False;True;True;True;True;True
1073;Catarina Pinto;59362170434;duartejoao-lucas@peixoto.com;ES;02/09/1992;(11) 8598-1081;2025-03-20;607,46;Inativo;False;False;True;True;True;True
1074;Ana Clara Costa;62437589074;salesian@vieira.net;PI;10/01/1990;(61) 0103-9352;2025-09-24;621,53;Inativo;False;False;True;True;True;False
1075;Luiz Otávio Da Cruz;15026847994;pietramoraes@lopes.com;RO;27/12/1994;nan;2025-04-04;383,61;Bloqueado;False;False;False;True;True;True
1076;Isadora Campos;87132605968;novaessarah@moraes.br;PE;10/12/1990;(51) 0677-4286;2025-05-10;4489,18;Inativo;False;False;True;True;True;True
1077;Anthony Rocha;05139682451;sr.@;AM;24/04/1969;(81) 3271-7177;2025-04-29;2259,77;Inativo;False;False;True;True;True;True
1078;Marcela Barros;93648705229;inovaes@bol.com.br;RN;02/03/2006;(11) 0057-2415;2025-01-11;4480,08;Bloqueado;False;True;True;True;True;True
1079;Nathan Caldeira;07842396140;mazevedo@costa.br;RR;04/02/1972;(31) 6249-4668;2025-05-17;1176,67;Inativo;False;False;True;True;True;True
1080;Ana Julia Souza;09631458270;da-rosaluana@hotmail.com;DF;01/05/2002;(71) 1243-5917;2025-04-07;908,51;Ativo;False;True;True;True;True;True
1081;Enzo Gabriel Santos;19308754288;maria-alice28@uol.com.br;TO;03/02/1964;(21) 6470-1053;2025-02-21;1749,78;Ativo;False;True;True;True;True;True
1082;Pietra Lopes;03951742607;miguelcardoso@moraes.org;PB;03/06/1948;(21) 1302-5753;2024-12-08;4624,09;Bloqueado;False;False;True;True;True;True
1083;Anthony Lima;nan;isabellacosta@azevedo.br;RS;21/01/1958;(51) 5270-1625;2025-10-06;4455,41;Bloqueado;False;False;True;False;True;False
1084;Maria Eduarda Cavalcanti;nan;vazevedo@uol.com.br;DF;07/07/1978;(41) 6015-6485;2025-07-23;3665,81;Bloqueado;False;True;True;False;True;True
1085;Alana Barbosa;13029674878;correiathomas@silveira.com;PR;08/10/1970;[INVÁLIDO] 08005893704;2025-07-09;452,58;Ativo;False;False;False;True;True;True
1086;Pedro Lucas Moraes;47516280976;barbara85@azevedo.com;PE;02/11/1997;(51) 4496-1987;2024-11-28;2545,16;Inativo;False;False;True;True;True;True
1087;Beatriz Da Conceição;97806123431;luiz-fernando09@duarte.com;DF;09/12/1977;nan;2025-03-07;3531,42;Bloqueado;False;False;False;True;True;True
1088;Davi Lucas Araújo;42308159642;mpires@uol.com.br;MG;17/08/2000;nan;2025-07-02;1893,52;Ativo;False;True;False;True;True;True
1089;Vinicius Oliveira;75013892686;stella65@nunes.net;AL;05/07/1986;(51) 3682-3527;2025-03-23;4755,15;Bloqueado;False;False;True;True;True;True
1090;Luna Moraes;nan;martinsluiz-felipe@yahoo.com.br;RN;05/12/1960;(71) 3806-6520;2025-01-01;1330,11;Inativo;False;True;True;False;True;True
1091;Ian Santos;04817926350;freitasisabella@gmail.com;PI;26/07/1950;(31) 6423-5817;2025-07-24;3346,52;Inativo;False;True;True;True;True;True
1092;Ana Laura Rodrigues;16738502940;esther92@hotmail.com;RR;21/11/1968;(51) 8266-2805;2025-02-21;1450,61;Inativo;False;True;True;True;True;True
1093;Stephany Mendes;35274068910;oda-rosa@bol.com.br;PI;26/08/1991;(81) 7696-6394;2025-03-08;3872,94;Inativo;False;True;True;True;True;True
1094;Heloísa Nascimento;30476892538;ana-laura45@yahoo.com.br;AM;04/07/2002;(11) 1419-7435;2025-07-14;2056,85;Bloqueado;False;True;True;True;True;True
1095;Sophie Viana;21603598405;luccamoraes@gmail.com;MT;01/05/1989;(51) 3455-4321;2024-12-30;3646,37;Inativo;False;True;True;True;True;True
1096;Amanda Santos;nan;ilima@ig.com.br;BA;07/06/1951;(41) 4966-4128;2025-02-01;569,37;Bloqueado;False;True;True;False;True;True
1097;Bernardo Da Mata;80125473680;cardosoisis@hotmail.com;CE;27/06/1991;(31) 0736-8621;2025-06-09;1776,45;Bloqueado;False;True;True;True;True;True
1098;Juan Farias;nan;limacamila@yahoo.com.br;MT;01/12/1952;(11) 3692-3752;2025-04-25;3594,75;Inativo;False;True;True;False;True;True
1099;Lorenzo Teixeira;92756314099;correiadanilo@pinto.br;BA;16/03/2002;nan;2025-08-28;4702,97;Ativo;False;False;False;True;True;True
1100;Vinicius Nunes;396841;clara18@peixoto.com;PE;17/08/1944;(21) 4603-3568;2025-01-28;635,74;Inativo;False;False;True;False;True;True
1101;Valentina Porto;51879462346;hnunes@novaes.com;BA;18/11/1949;(51) 9804-2306;2024-11-01;2088,59;Ativo;False;False;True;True;True;True
1102;Clara Das Neves;64378950120;salesjoao-lucas@da.net;RR;11/11/1965;(31) 9387-3187;2025-03-22;3928,16;Inativo;False;False;True;True;True;True
1103;Francisco Silva;nan;ribeirorafaela@gmail.com;SC;06/01/2005;(84) 5220-0114;2025-06-10;1470,37;Ativo;False;True;True;False;True;True
1104;João Lucas Da Costa;71086234553;salessofia@vieira.com;CE;22/01/1963;(61) 0647-7486;2025-08-08;3643,24;Inativo;False;False;True;True;True;True
1105;Maria Clara Caldeira;75391824664;nogueirathomas@gomes.com;ES;29/10/1971;(41) 8861-1315;2025-04-04;562,56;Inativo;False;False;True;True;True;True
1106;Bárbara Barbosa;39567028400;benjaminviana@azevedo.com;PA;29/09/1970;[INVÁLIDO] 09000186094;2024-11-23;723,83;Bloqueado;False;False;False;True;True;True
1107;Kamilly Martins;48751293609;elisa46@gmail.com;TO;14/07/1959;(51) 1633-9473;2025-07-29;4174,93;Ativo;False;True;True;True;True;True
1108;Isabel Novaes;86341209533;isabel@;RN;15/08/1998;(61) 4862-9305;2024-08-26;1578,82;Bloqueado;True;False;True;True;True;True
1109;Maria Julia Almeida;28654037938;mcorreia@da.br;PI;25/12/1965;(81) 5128-9761;2024-11-02;405,97;Ativo;False;False;True;True;True;True
1110;Catarina Da Cruz;36874091204;davi-luiz36@pires.com;MT;11/01/1947;nan;2025-07-13;870,2;Bloqueado;False;False;False;True;True;True
1111;Isis Moreira;30279648529;lara31@hotmail.com;MG;01/11/1952;[INVÁLIDO] 09001295904;2025-04-21;3389,88;Bloqueado;False;True;False;True;True;True
1112;João Felipe Costa;07682953195;sarah16@ramos.br;RS;17/12/1966;(84) 9397-3612;2025-01-17;1868,84;Bloqueado;False;False;True;True;True;True
1113;Eduardo Caldeira;98507624383;vitorianunes@bol.com.br;MT;06/03/1991;nan;2025-07-21;4150,45;Ativo;False;True;False;True;True;True
1114;Luiz Otávio Farias;58214697085;aragaolavinia@yahoo.com.br;PR;30/10/1993;(84) 3958-6632;2025-02-10;2303,8;Ativo;False;True;True;True;True;True
1115;Lorenzo Farias;19857426085;ana66@gmail.com;PI;06/01/1946;(51) 0974-2458;2024-10-10;1387,41;Inativo;False;True;True;True;True;True
1116;Felipe Carvalho;16853249089;leonardo45@uol.com.br;AM;02/03/1946;(21) 8463-6387;2025-07-09;779,06;Bloqueado;False;True;True;True;True;True
1117;Ana Carolina Dias;98641532773;da-matamarcelo@ig.com.br;AM;20/01/1961;(21) 0818-4085;2025-02-05;4269,93;Bloqueado;False;True;True;True;True;True
1118;Yasmin Silveira;47826530938;marcos-viniciussales@uol.com.br;GO;15/09/1981;[INVÁLIDO] 03003665781;2025-03-17;474,86;Bloqueado;False;True;False;True;True;True
1119;Beatriz Sales;34068512744;teixeirabrenda@ferreira.br;RS;22/12/1988;(61) 8696-0299;2024-12-24;3330,91;Inativo;False;False;True;True;True;True
1120;Nicole Rocha;38675214090;thiagomoraes@rocha.com;ES;24/06/1962;(11) 8427-2923;2024-12-27;1598,52;Ativo;False;False;True;True;True;True
1121;Isadora Porto;91528746309;limalara@hotmail.com;MA;16/01/1980;(51) 5977-3945;2024-12-03;2460,67;Inativo;False;True;True;True;True;True
1122;Henrique Porto;69312780450;vianafernanda@nascimento.br;PR;27/04/1956;(31) 8988-7332;2024-08-12;3647,89;Ativo;False;False;True;True;True;True
1123;Miguel Fernandes;06283591442;yago05@nunes.org;PI;28/07/1997;[INVÁLIDO] 08007454994;2025-02-24;1817,74;Ativo;False;False;False;True;True;True
1124;Mariana Da Rosa;71625043880;fernandesluiz-miguel@da.com;SP;04/01/1946;(41) 0591-8230;2025-09-04;1389,26;Inativo;False;False;True;True;True;True
1125;João Pedro Da Conceição;98451730205;vianaenzo-gabriel@freitas.com;PI;16/04/1974;nan;2025-07-05;2364,63;Bloqueado;False;False;False;True;True;True
1126;Leonardo Fogaça;57428036992;heitor44@jesus.br;AL;02/02/1962;nan;2025-10-11;4473,44;Ativo;False;False;False;True;True;False
1127;Caio Da Rosa;67130952407;azevedomurilo@gmail.com;PB;09/09/1962;(11) 4703-0800;2024-09-14;1584,9;Bloqueado;False;True;True;True;True;True
1128;Ana Julia Ferreira;17632980512;diasalexia@cunha.com;MT;16/06/1966;(31) 4278-6085;2024-10-04;862,68;Bloqueado;False;False;True;True;True;True
1129;Heitor Moura;796773;da-pazlais@dias.com;PE;22/02/1961;nan;2025-05-08;2517,6;Bloqueado;False;False;False;False;True;True
1130;Ana Beatriz Gomes;738088;ucavalcanti@lopes.br;PI;30/10/1957;[INVÁLIDO] 09007259206;2025-01-18;36,06;Inativo;False;False;False;False;True;True
1131;Enrico Lima;89073215404;alanacorreia@cunha.net;RN;03/02/1984;nan;2025-04-07;928,85;Ativo;False;False;False;True;True;True
1132;Benício Ribeiro;39142578655;giovanna87@barbosa.com;ES;13/09/2005;(51) 5795-1003;2024-12-01;3626,9;Ativo;False;False;True;True;True;True
1133;Valentina Da Rosa;91835062415;xalves@yahoo.com.br;PB;22/10/1955;[INVÁLIDO] 08008264333;2025-01-26;1449,64;Inativo;False;True;False;True;True;True
1134;Luiz Gustavo Azevedo;81926370503;costelaluana@ig.com.br;DF;18/04/1989;[INVÁLIDO] 03003908170;2025-04-20;1337,43;Inativo;False;True;False;True;True;True
1135;Pedro Lucas Das Neves;81945763264;elisa51@da.net;AM;09/08/1973;(21) 9785-5425;2025-04-14;2934,41;Ativo;False;False;True;True;True;True
1136;Maria Eduarda Cardoso;71803962496;catarina97@bol.com.br;AL;15/04/1985;(11) 8347-9232;2025-03-13;2528,75;Bloqueado;False;True;True;True;True;True
1137;Carolina Santos;nan;catarina08@ig.com.br;TO;22/04/1970;nan;2025-06-28;3298,49;Ativo;False;True;False;False;True;True
1138;Maitê Barbosa;83017564975;maria-vitorianascimento@moura.br;SE;22/04/1982;(71) 0550-5643;2025-03-14;1807,24;Ativo;False;False;True;True;True;True
1139;Nicole Lopes;23051649805;brenoaraujo@costa.com;BA;16/11/1998;(41) 8648-1048;2024-12-25;3765,18;Inativo;False;False;True;True;True;True
1140;Nina Fogaça;47138592060;martinsisis@bol.com.br;RR;24/11/1962;(71) 2954-1833;2025-02-19;1702,63;Bloqueado;False;True;True;True;True;True
1141;Isaac Teixeira;nan;marina82@ig.com.br;CE;01/05/1996;(31) 9754-6733;2024-11-29;2140,95;Inativo;False;True;True;False;True;True
1142;Rodrigo Costela;637085;bda-paz@uol.com.br;AP;16/11/2003;(41) 7222-6221;2024-08-15;4758,44;Bloqueado;False;True;True;False;True;True
1143;Maria Alice Campos;95378462029;jnascimento@bol.com.br;PB;25/02/1967;(84) 9534-6582;2025-08-05;2304,39;Ativo;False;True;True;True;True;True
1144;Ana Sophia Fogaça;43018697278;smelo@bol.com.br;BA;10/11/1951;(84) 5426-6984;2025-03-13;3626,19;Ativo;False;True;True;True;True;True
1145;Yuri Dias;81927460549;wsilveira@da.com;RN;18/04/1958;(84) 9598-6255;2025-03-27;4565,91;Bloqueado;False;False;True;True;True;True
1146;Isabelly Ribeiro;31728945682;qda-luz@bol.com.br;RJ;20/10/1945;(21) 6569-8314;2025-02-10;1649,02;Inativo;False;True;True;True;True;True
1147;Noah Ribeiro;87236950130;rafaelaporto@costa.com;MS;22/05/1983;(21) 5016-6159;2025-02-10;1124,04;Bloqueado;False;False;True;True;True;True
1148;Juan Das Neves;45317826071;melothomas@azevedo.br;AP;10/04/2004;(81) 0949-4367;2025-01-24;1165,77;Inativo;False;False;True;True;True;True
1149;Julia Da Costa;81305692721;luiz-otavio70@barros.net;RR;23/10/1978;(11) 3868-3986;2024-09-14;4109,95;Ativo;False;False;True;True;True;True
1150;Rodrigo Da Cunha;70983614296;da-cruzleticia@da.net;PE;08/05/1952;(84) 5258-5466;2025-05-20;3668,7;Bloqueado;False;False;True;True;True;True
1151;Maria Clara Barbosa;434522;yazevedo@ig.com.br;TO;28/11/1988;nan;2025-05-09;3357,57;Inativo;False;True;False;False;True;True
1152;André Martins;38729061512;zda-mota@hotmail.com;AL;08/04/2001;(31) 3323-0931;2025-03-01;2378,27;Inativo;False;True;True;True;True;True
1153;Laura Fogaça;59631078493;hmoreira@gmail.com;MA;23/08/1969;(61) 9654-0681;2024-12-07;54,64;Bloqueado;False;True;True;True;True;True
1154;Caroline Souza;64910538739;leandrooliveira@gmail.com;AM;05/03/1979;(21) 7383-1458;2025-04-09;2458,31;Inativo;True;True;True;True;True;True
1155;Eloah Peixoto;91258763419;meloemanuelly@costela.com;BA;22/05/2000;nan;2025-07-02;1480,33;Inativo;False;False;False;True;True;True
1156;Alice Vieira;13940586242;benjaminferreira@martins.com;BA;18/02/1947;(21) 1804-1754;2024-09-30;438,55;Ativo;False;False;True;True;True;True
1157;Pietro Martins;83427069583;livia97@gomes.net;ES;28/05/1973;(11) 8497-5542;2025-02-12;4519,83;Bloqueado;False;False;True;True;True;True
1158;Maria Luiza Cavalcanti;442452;pereiramelissa@castro.org;SC;17/01/1966;(61) 9164-1385;2024-09-01;1921,93;Bloqueado;False;False;True;False;True;True
1159;Juan Da Costa;26754803126;lbarbosa@costela.br;PI;31/03/1970;(71) 1843-9682;2025-01-11;4416,97;Inativo;False;False;True;True;True;True
1160;Júlia Nascimento;21047365871;augusto42@ig.com.br;PR;07/05/2003;(11) 2757-6563;2025-02-17;263,18;Bloqueado;True;True;True;True;True;True
1161;Milena Martins;12857946058;joaquim72@farias.br;PI;20/02/1980;(81) 9941-9514;2024-12-05;4550,54;Bloqueado;False;False;True;True;True;True
1162;Raquel Teixeira;nan;ada-paz@porto.br;RR;15/10/2004;(51) 6168-6769;2024-11-15;3955,49;Bloqueado;False;False;True;False;True;True
1163;Isaac Costa;440377;diasrodrigo@castro.com;MS;24/12/1965;(61) 3267-6798;2024-10-22;2115,41;Bloqueado;False;False;True;False;True;True
1164;Eduardo Rezende;89046721396;eduardo@;MS;03/02/1984;(61) 8605-8603;2025-05-05;3718,0;Ativo;False;False;True;True;True;True
1165;Manuela Da Costa;24869073196;julia49@gmail.com;SC;18/07/1989;nan;2024-09-01;4925,04;Ativo;False;True;False;True;True;True
1166;Heitor Oliveira;29154876346;stellada-conceicao@cavalcanti.com;PB;15/02/1964;nan;2024-11-12;850,34;Inativo;False;False;False;True;True;True
1167;Laura Da Paz;85479216309;ceciliaazevedo@bol.com.br;PI;29/06/1972;[INVÁLIDO] 08000755746;2025-08-02;2697,21;Inativo;False;True;False;True;True;True
1168;Isabelly Carvalho;56978241067;fernandesenzo-gabriel@uol.com.br;RJ;17/06/2004;(84) 4368-3026;2024-10-11;3892,07;Bloqueado;False;True;True;True;True;True
1169;Maria Alice Nascimento;95046817276;marcos-vinicius59@barros.br;RJ;06/03/1995;(21) 2756-7414;2025-04-02;3327,89;Bloqueado;False;False;True;True;True;True
1170;João Lucas Teixeira;13257498004;ccardoso@uol.com.br;SE;10/11/1953;(41) 7543-9177;2025-06-27;4134,17;Inativo;False;True;True;True;True;True
1171;Bruno Costela;36287149582;bruno@;MT;01/05/1946;(51) 2622-6909;2025-01-13;509,65;Bloqueado;False;False;True;True;True;True
1172;Lucas Da Mata;35821947600;oaragao@bol.com.br;SE;28/10/1945;(84) 6973-2495;2025-04-26;3005,85;Bloqueado;False;True;True;True;True;True
1173;Ian Da Costa;nan;theoaraujo@cavalcanti.net;CE;14/06/1988;(84) 9052-8111;2025-07-26;133,14;Bloqueado;False;False;True;False;True;True
1174;Emanuella Azevedo;63981075439;emanuella58@da.org;DF;19/06/1971;(11) 9496-2656;2025-01-09;892,55;Bloqueado;False;False;True;True;True;True
1175;Vicente Lima;32596741873;agathaalves@bol.com.br;PI;22/03/2002;(50) 0732-1197;2025-07-11;4948,77;Ativo;False;True;True;True;True;True
1176;Emanuelly Correia;84236175991;isisribeiro@gmail.com;MA;06/02/1976;(84) 5795-2043;2025-08-06;4813,12;Ativo;False;True;True;True;True;True
1177;Emanuella Monteiro;82941065342;yduarte@gmail.com;AM;06/04/1969;(31) 7712-3670;2025-07-26;4419,12;Bloqueado;False;True;True;True;True;True
1178;Melissa Rezende;06835124717;luigi77@pinto.br;TO;04/09/2006;(11) 2404-0057;2025-05-03;2004,02;Bloqueado;False;False;True;True;True;True
1179;Sophia Da Conceição;98051427602;da-luzdavi-lucca@gomes.br;SC;09/04/1966;nan;2025-02-08;1327,25;Bloqueado;False;False;False;True;True;True
1180;Rodrigo Da Mata;39072516443;hvieira@alves.br;MA;11/05/1974;[INVÁLIDO] 08002710701;2024-12-05;503,69;Bloqueado;False;False;False;True;True;True
1181;Gustavo Pires;25738094123;joao-pedro65@novaes.com;SP;13/02/1999;(31) 9721-7134;2025-06-04;2262,87;Inativo;False;False;True;True;True;True
1182;Olivia Carvalho;58936204106;irodrigues@hotmail.com;GO;06/06/1947;[INVÁLIDO] 08005864972;2025-02-20;1470,27;Bloqueado;False;True;False;True;True;True
1183;Heloísa Dias;62915307830;zramos@hotmail.com;TO;03/12/1959;(81) 1303-9647;2024-09-02;1475,82;Inativo;False;True;True;True;True;True
1184;Maria Vitória Nascimento;81630479500;vicente23@teixeira.br;CE;31/11/1985;(11) 0712-6674;2024-09-01;4353,76;Bloqueado;False;False;True;True;False;True
1185;Francisco Cunha;42935786173;antonio63@mendes.org;SE;19/01/1985;(31) 3297-7248;2025-01-05;4329,74;Inativo;False;False;True;True;True;True
1186;Sarah Caldeira;64730952170;gustavoda-paz@pereira.br;DF;13/05/1969;nan;2025-06-21;1048,02;Ativo;False;False;False;True;True;True
1187;Isabelly Gonçalves;35167482909;evelyn10@uol.com.br;RR;29/03/1998;(71) 0963-5940;2025-06-30;4203,09;Bloqueado;False;True;True;True;True;True
1188;Carolina Novaes;65743210853;carolina@;MS;06/03/1961;(61) 0300-4897;2025-05-06;4809,05;Bloqueado;False;False;True;True;True;True
1189;Júlia Costa;nan;maria-julia13@duarte.com;RO;15/04/1964;(81) 3634-7238;2025-05-14;929,77;Bloqueado;False;False;True;False;True;True
1190;Nicole Campos;92315784646;joao-pedro71@rocha.org;RO;30/05/1969;(41) 2891-3956;2024-08-21;3672,02;Ativo;False;False;True;True;True;True
1191;Eduarda Sales;53092167406;rodriguesthales@campos.br;AC;30/01/2006;(11) 5473-1104;2024-11-27;4410,57;Ativo;False;False;True;True;True;True
1192;Thales Barbosa;35126087959;julia84@lima.com;TO;13/09/2005;(81) 0357-4558;2025-06-03;2446,41;Bloqueado;False;False;True;True;True;True
1193;Leandro Carvalho;02149835606;mourapietro@uol.com.br;MA;04/10/1960;(31) 9774-7442;2024-11-12;3782,6;Ativo;False;True;True;True;True;True
1194;Valentina Gomes;60814295398;vferreira@uol.com.br;TO;15/11/1997;(61) 8901-8200;2024-09-13;1335,72;Bloqueado;False;True;True;True;True;True
1195;Pietra Lima;73410285644;ferreiraanthony@gmail.com;RN;07/03/1950;(81) 7106-0287;2024-08-19;1609,65;Bloqueado;True;True;True;True;True;True
1196;Arthur Azevedo;53417809223;moraeslucas-gabriel@da.com;MT;21/01/1970;(41) 4774-2045;2025-06-12;2702,18;Ativo;False;False;True;True;True;True
1197;Luiz Miguel Martins;47589361291;larissa94@ig.com.br;SE;05/03/1973;(11) 1150-4686;2025-05-06;4639,21;Ativo;False;True;True;True;True;True
1198;Júlia Da Cunha;17590483648;duartediego@hotmail.com;RN;02/01/1959;(61) 4231-5739;2024-09-28;4784,4;Inativo;False;True;True;True;True;True
1199;Cauê Da Costa;28503196433;maria-juliarezende@ig.com.br;RR;17/04/1995;(71) 2383-9285;2024-12-04;742,03;Inativo;False;True;True;True;True;True
1200;Alícia Da Conceição;48372061580;joao-gabrielsilva@dias.com;RR;06/06/1967;nan;2025-04-21;295,43;Inativo;False;False;False;True;True;True
