ID Cliente,Nome Completo,CPF,E-mail,Estado,Data Nascimento,Telefone,Última Compra,Valor Compra,Status Cliente
1040,Sra. Sabrina Mendes,913.425.607-52,maria-ceciliaribeiro@gmail.com,GO,22/10/1977,+55 41 5585-9769,2025-06-15,3064.01,Inativo
1041,Lucas da Rosa,,wda-cruz@teixeira.br,AL,24/07/1958,+55 (031) 1857-2641,2025-02-27,169.29,Inativo
1042,João Pedro Ferreira,728.405.693-29,cda-costa@silveira.com,SE,02/04/1968,+55 (084) 2945-7442,2025-03-01,4563.35,Ativo
1043,Marcos Vinicius Silveira,,joao-gabriel87@araujo.org,RJ,23/06/1972,71 9813 8048,2025-10-21,4905.66,Inativo
1044,Enrico Caldeira,039.745.861-48,leticiamoreira@ramos.br,DF,20/03/2003,,2025-09-19,2547.87,Bloqueado
1045,Marcos Vinicius Cunha,037.128.964-50,elisa17@silva.com,PA,27/05/1954,,2024-10-19,996.95,Bloqueado
1046,Felipe Martins,392.650.871-02,sjesus@farias.net,RN,26/12/1947,+55 31 8203-8958,2025-05-11,2145.63,Ativo
1047,Sra. Melissa Pires,537.842.106-35,rda-rosa@barros.br,AL,25/05/1999,(051) 2869-7593,2025-02-11,478.11,Ativo
1048,Maitê Moraes,095.364.721-80,otaviopeixoto@caldeira.com,RR,21/04/1959,,2024-08-21,4066.86,Ativo
1049,Pietra Costela,463.972.015-70,eloah60@silva.br,SE,18/05/1978,0500-603-1827,2025-05-29,2001.14,Bloqueado
1050,Maria Fernanda da Costa,,das-nevesana-clara@das.br,MT,21/02/1959,81 1343-6567,2024-10-08,4577.2,Ativo
1051,Dra. Ana Clara Lopes,906.417.385-01,das-nevescarolina@ig.com.br,SC,01/04/1992,+55 11 3261 1718,2025-04-26,2716.27,Ativo
1052,Eduarda Aragão,420.789.563-92,doliveira@da.br,PI,03/12/1957,,2025-05-05,1168.07,Bloqueado
1053,Srta. Maysa da Paz,170.348.256-53,pdas-neves@hotmail.com,Piauí,18/03/1974,+55 (051) 8304 6705,2024-12-22,4766.16,Ativo
1054,Helena Nascimento,,rodrigueslucas-gabriel@uol.com.br,SC,20/07/1968,,2024-12-29,3056.54,Inativo
1055,ALEXIA DA MATA,683.241.597-46,fogacavalentina@uol.com.br,SC,22/09/1985,(011) 6814 4119,2024-09-29,175.9,Inativo
1056,Leandro Melo,891.027.645-20,da-cruzenzo@ribeiro.br,SP,25/09/1980,+55 (031) 8850-6827,2025-02-17,156.18,Bloqueado
1057,Srta. Ana Clara Correia,415.023.879-05,rcaldeira@uol.com.br,RR,21/05/1978,,2025-01-23,3612.06,Bloqueado
1058,Dra. Maria Alice Farias,197.342.508-41,prezende@viana.br,PI,09/02/1957,0800-674-3309,2025-05-25,2347.32,Ativo
1059,Maria Alice Pires,,agathacosta@yahoo.com.br,RO,26/09/1946,+55 (051) 2511-6699,2025-06-01,1700.91,Inativo
1060,DIEGO NOGUEIRA,681.945.730-84,ana-vitoriagomes@yahoo.com.br,BA,07/02/1989,,2025-02-21,3310.67,Inativo
1061,Guilherme Pinto,109301,da-mataheloisa@carvalho.br,PA,18/06/1963,+55 (081) 0858 7311,2025-08-06,311.75,Ativo
1062,Davi Lucca Moura,068.953.124-98,isadorabarbosa@gmail.com,SC,03/07/1974,+55 (031) 4439-2927,2025-01-18,653.57,Bloqueado
1063,Arthur da Mota,970.462.153-16,felipenascimento@hotmail.com,RO,21/08/1956,0500 407 4652,2025-05-15,1600.33,Bloqueado
1064,Srta. Clara Gomes,,joao-gabrieljesus@bol.com.br,DF,02/03/1947,0900-498-3532,2025-03-02,1779.61,Bloqueado
1065,MARIA CECÍLIA CARVALHO,308.241.679-96,luiz-fernando98@castro.com,PR,16/06/1982,(061) 3125-8703,2025-06-29,4149.11,Bloqueado
1066,Dra. Cecília Oliveira,458.190.362-98,maria-eduarda96@carvalho.com,PR,29/05/1959,81 9686 5562,2025-01-19,3266.85,Inativo
1067,Juliana Pinto,486192,juliana@,MG,13/10/1944,,2025-03-23,4044.01,Bloqueado
1068,Daniel Sales,187.543.629-46,costamanuela@uol.com.br,RJ,26/07/1987,31 2861-7137,2025-04-18,767.37,Bloqueado
1069,Luiza Porto,,tda-rocha@cavalcanti.br,RO,25/10/1999,(081) 0767-9041,2024-12-26,2102.04,Bloqueado
1070,Davi Lucca Cardoso,412.958.670-01,fcardoso@ferreira.br,PR,13/03/2001,+55 51 6379 2581,2024-09-15,2884.71,Ativo
1071,Ana Julia Castro,658.372.940-74,pereirastella@bol.com.br,SE,24/12/1989,(084) 8430-7930,2025-05-26,4788.89,Inativo
1072,Antônio Pires,427.508.963-47,ana-beatriz31@yahoo.com.br,ES,31/12/1997,+55 (084) 2842 9023,2024-08-18,2855.32,Ativo
1073,Catarina Pinto,593.621.704-34,duartejoao-lucas@peixoto.com,ES,02/09/1992,+55 (011) 8598-1081,2025-03-20,607.46,Inativo
1074,Ana Clara Costa,624.375.890-74,salesian@vieira.net,PI,10/01/1990,61 0103 9352,2025-09-24,621.53,Inativo
1075,Luiz Otávio da Cruz,150.268.479-94,pietramoraes@lopes.com,RO,27/12/1994,,2025-04-04,383.61,Bloqueado
1076,Isadora Campos,871.326.059-68,novaessarah@moraes.br,PE,10/12/1990,+55 51 0677 4286,2025-05-10,4489.18,Inativo
1077,Sr. Anthony Rocha,051.396.824-51,sr.@,AM,24/04/1969,+55 81 3271 7177,2025-04-29,2259.77,Inativo
1078,Marcela Barros,936.487.052-29,inovaes@bol.com.br,RN,02/03/2006,11 0057 2415,2025-01-11,4480.08,Bloqueado
1079,Nathan Caldeira,078.423.961-40,mazevedo@costa.br,RR,04/02/1972,31 6249 4668,2025-05-17,1176.67,Inativo
1080,Ana Julia Souza,096.314.582-70,da-rosaluana@hotmail.com,DF,01/05/2002,71 1243 5917,2025-04-07,908.51,Ativo
1081,ENZO GABRIEL SANTOS,193.087.542-88,maria-alice28@uol.com.br,TO,03/02/1964,21 6470-1053,2025-02-21,1749.78,Ativo
1082,Pietra Lopes,039.517.426-07,miguelcardoso@moraes.org,PB,03/06/1948,+55 (021) 1302-5753,2024-12-08,4624.09,Bloqueado
1083,Anthony Lima,,isabellacosta@azevedo.br,RS,21/01/1958,+55 (051) 5270 1625,2025-10-06,4455.41,Bloqueado
1084,Maria Eduarda Cavalcanti,,vazevedo@uol.com.br,Distrito Federal,07/07/1978,+55 (041) 6015 6485,2025-07-23,3665.81,Bloqueado
1085,Alana Barbosa,130.296.748-78,correiathomas@silveira.com,PR,08/10/1970,0800-589-3704,2025-07-09,452.58,Ativo
1086,Pedro Lucas Moraes,475.162.809-76,barbara85@azevedo.com,PE,02/11/1997,+55 (051) 4496 1987,2024-11-28,2545.16,Inativo
1087,Beatriz da Conceição,978.061.234-31,luiz-fernando09@duarte.com,DF,09/12/1977,,2025-03-07,3531.42,Bloqueado
1088,Davi Lucas Araújo,423.081.596-42,mpires@uol.com.br,Minas Gerais,17/08/2000,,2025-07-02,1893.52,Ativo
1089,Vinicius Oliveira,750.138.926-86,stella65@nunes.net,AL,05/07/1986,+55 (051) 3682 3527,2025-03-23,4755.15,Bloqueado
1090,Sra. Luna Moraes,,martinsluiz-felipe@yahoo.com.br,RN,05/12/1960,71 3806 6520,2025-01-01,1330.11,Inativo
1091,Ian Santos,048.179.263-50,freitasisabella@gmail.com,PI,26/07/1950,+55 31 6423 5817,2025-07-24,3346.52,Inativo
1092,Ana Laura Rodrigues,167.385.029-40,esther92@hotmail.com,RR,21/11/1968,+55 (051) 8266 2805,2025-02-21,1450.61,Inativo
1093,Stephany Mendes,352.740.689-10,oda-rosa@bol.com.br,PI,26/08/1991,+55 (081) 7696-6394,2025-03-08,3872.94,Inativo
1094,Heloísa Nascimento,304.768.925-38,ana-laura45@yahoo.com.br,Amazonas,04/07/2002,+55 11 1419-7435,2025-07-14,2056.85,Bloqueado
1095,Sophie Viana,216.035.984-05,luccamoraes@gmail.com,MT,01/05/1989,(051) 3455 4321,2024-12-30,3646.37,Inativo
1096,Amanda Santos,,ilima@ig.com.br,BA,07/06/1951,+55 41 4966 4128,2025-02-01,569.37,Bloqueado
1097,Bernardo da Mata,801.254.736-80,cardosoisis@hotmail.com,Ceará,27/06/1991,31 0736-8621,2025-06-09,1776.45,Bloqueado
1098,Juan Farias,,limacamila@yahoo.com.br,MT,01/12/1952,11 3692-3752,2025-04-25,3594.75,Inativo
1099,Lorenzo Teixeira,927.563.140-99,correiadanilo@pinto.br,BA,16/03/2002,,2025-08-28,4702.97,Ativo
1100,Vinicius Nunes,396841,clara18@peixoto.com,PE,17/08/1944,21 4603-3568,2025-01-28,635.74,Inativo
1101,Valentina Porto,518.794.623-46,hnunes@novaes.com,BA,18/11/1949,+55 (051) 9804-2306,2024-11-01,2088.59,Ativo
1102,Clara das Neves,643.789.501-20,salesjoao-lucas@da.net,RR,11/11/1965,+55 31 9387 3187,2025-03-22,3928.16,Inativo
1103,Francisco Silva,,ribeirorafaela@gmail.com,SC,06/01/2005,+55 (084) 5220-0114,2025-06-10,1470.37,Ativo
1104,João Lucas da Costa,710.862.345-53,salessofia@vieira.com,CE,22/01/1963,61 0647-7486,2025-08-08,3643.24,Inativo
1105,Maria Clara Caldeira,753.918.246-64,nogueirathomas@gomes.com,Espírito Santo,29/10/1971,+55 (041) 8861-1315,2025-04-04,562.56,Inativo
1106,Bárbara Barbosa,395.670.284-00,benjaminviana@azevedo.com,PA,29/09/1970,0900 018 6094,2024-11-23,723.83,Bloqueado
1107,Kamilly Martins,487.512.936-09,elisa46@gmail.com,TO,14/07/1959,(051) 1633 9473,2025-07-29,4174.93,Ativo
1108,Isabel Novaes,863.412.095-33,isabel@,RN,15/08/1998,(061) 4862-9305,2024-08-26,1578.82,Bloqueado
1109,Maria Julia Almeida,286.540.379-38,mcorreia@da.br,PI,25/12/1965,+55 81 5128-9761,2024-11-02,405.97,Ativo
1110,Catarina da Cruz,368.740.912-04,davi-luiz36@pires.com,MT,11/01/1947,,2025-07-13,870.2,Bloqueado
1111,Isis Moreira,302.796.485-29,lara31@hotmail.com,MG,01/11/1952,0900 129 5904,2025-04-21,3389.88,Bloqueado
1112,João Felipe Costa,076.829.531-95,sarah16@ramos.br,RS,17/12/1966,+55 (084) 9397 3612,2025-01-17,1868.84,Bloqueado
1113,Eduardo Caldeira,985.076.243-83,vitorianunes@bol.com.br,MT,06/03/1991,,2025-07-21,4150.45,Ativo
1114,Luiz Otávio Farias,582.146.970-85,aragaolavinia@yahoo.com.br,Paraná,30/10/1993,84 3958 6632,2025-02-10,2303.8,Ativo
1115,Lorenzo Farias,198.574.260-85,ana66@gmail.com,PI,06/01/1946,+55 (051) 0974 2458,2024-10-10,1387.41,Inativo
1116,Felipe Carvalho,168.532.490-89,leonardo45@uol.com.br,AM,02/03/1946,+55 (021) 8463 6387,2025-07-09,779.06,Bloqueado
1117,Ana Carolina Dias,986.415.327-73,da-matamarcelo@ig.com.br,AM,20/01/1961,+55 21 0818 4085,2025-02-05,4269.93,Bloqueado
1118,Yasmin Silveira,478.265.309-38,marcos-viniciussales@uol.com.br,GO,15/09/1981,0300-366-5781,2025-03-17,474.86,Bloqueado
1119,Beatriz Sales,340.685.127-44,teixeirabrenda@ferreira.br,RS,22/12/1988,+55 61 8696-0299,2024-12-24,3330.91,Inativo
1120,Nicole Rocha,386.752.140-90,thiagomoraes@rocha.com,ES,24/06/1962,11 8427-2923,2024-12-27,1598.52,Ativo
1121,Isadora Porto,915.287.463-09,limalara@hotmail.com,MA,16/01/1980,+55 (051) 5977-3945,2024-12-03,2460.67,Inativo
1122,Henrique Porto,693.127.804-50,vianafernanda@nascimento.br,Paraná,27/04/1956,(031) 8988-7332,2024-08-12,3647.89,Ativo
1123,Miguel Fernandes,062.835.914-42,yago05@nunes.org,PI,28/07/1997,0800 745 4994,2025-02-24,1817.74,Ativo
1124,MARIANA DA ROSA,716.250.438-80,fernandesluiz-miguel@da.com,SP,04/01/1946,+55 41 0591-8230,2025-09-04,1389.26,Inativo
1125,João Pedro da Conceição,984.517.302-05,vianaenzo-gabriel@freitas.com,PI,16/04/1974,,2025-07-05,2364.63,Bloqueado
1126,Leonardo Fogaça,574.280.369-92,heitor44@jesus.br,AL,02/02/1962,,2025-10-11,4473.44,Ativo
1127,Sr. Caio da Rosa,671.309.524-07,azevedomurilo@gmail.com,PB,09/09/1962,+55 (011) 4703 0800,2024-09-14,1584.9,Bloqueado
1128,Ana Julia Ferreira,176.329.805-12,diasalexia@cunha.com,MT,16/06/1966,+55 (031) 4278 6085,2024-10-04,862.68,Bloqueado
1129,Heitor Moura,796773,da-pazlais@dias.com,PE,22/02/1961,,2025-05-08,2517.6,Bloqueado
1130,Ana Beatriz Gomes,738088,ucavalcanti@lopes.br,PI,30/10/1957,0900-725-9206,2025-01-18,36.06,Inativo
1131,Enrico Lima,890.732.154-04,alanacorreia@cunha.net,RN,03/02/1984,,2025-04-07,928.85,Ativo
1132,Sr. Benício Ribeiro,391.425.786-55,giovanna87@barbosa.com,ES,13/09/2005,+55 51 5795 1003,2024-12-01,3626.9,Ativo
1133,Valentina da Rosa,918.350.624-15,xalves@yahoo.com.br,PB,22/10/1955,0800 826 4333,2025-01-26,1449.64,Inativo
1134,Luiz Gustavo Azevedo,819.263.705-03,costelaluana@ig.com.br,DF,18/04/1989,0300-390-8170,2025-04-20,1337.43,Inativo
1135,Pedro Lucas das Neves,819.457.632-64,elisa51@da.net,AM,09/08/1973,21 9785 5425,2025-04-14,2934.41,Ativo
1136,Srta. Maria Eduarda Cardoso,718.039.624-96,catarina97@bol.com.br,AL,15/04/1985,(011) 8347 9232,2025-03-13,2528.75,Bloqueado
1137,Carolina Santos,,catarina08@ig.com.br,TO,22/04/1970,,2025-06-28,3298.49,Ativo
1138,Maitê Barbosa,830.175.649-75,maria-vitorianascimento@moura.br,SE,22/04/1982,71 0550 5643,2025-03-14,1807.24,Ativo
1139,Dra. Nicole Lopes,230.516.498-05,brenoaraujo@costa.com,BA,16/11/1998,41 8648 1048,2024-12-25,3765.18,Inativo
1140,Nina Fogaça,471.385.920-60,martinsisis@bol.com.br,RR,24/11/1962,+55 71 2954 1833,2025-02-19,1702.63,Bloqueado
1141,Isaac Teixeira,,marina82@ig.com.br,CE,01/05/1996,+55 (031) 9754-6733,2024-11-29,2140.95,Inativo
1142,Rodrigo Costela,637085,bda-paz@uol.com.br,AP,16/11/2003,+55 41 7222 6221,2024-08-15,4758.44,Bloqueado
1143,Maria Alice Campos,953.784.620-29,jnascimento@bol.com.br,PB,25/02/1967,84 9534-6582,2025-08-05,2304.39,Ativo
1144,Ana Sophia Fogaça,430.186.972-78,smelo@bol.com.br,BA,10/11/1951,+55 (084) 5426 6984,2025-03-13,3626.19,Ativo
1145,Yuri Dias,819.274.605-49,wsilveira@da.com,RN,18/04/1958,+55 84 9598 6255,2025-03-27,4565.91,Bloqueado
1146,Isabelly Ribeiro,317.289.456-82,qda-luz@bol.com.br,RJ,20/10/1945,+55 21 6569 8314,2025-02-10,1649.02,Inativo
1147,Noah Ribeiro,872.369.501-30,rafaelaporto@costa.com,MS,22/05/1983,(021) 5016 6159,2025-02-10,1124.04,Bloqueado
1148,Juan das Neves,453.178.260-71,melothomas@azevedo.br,Amapá,10/04/2004,81 0949-4367,2025-01-24,1165.77,Inativo
1149,Julia da Costa,813.056.927-21,luiz-otavio70@barros.net,RR,23/10/1978,+55 11 3868-3986,2024-09-14,4109.95,Ativo
1150,Rodrigo da Cunha,709.836.142-96,da-cruzleticia@da.net,PE,08/05/1952,84 5258 5466,2025-05-20,3668.7,Bloqueado
1151,Maria Clara Barbosa,434522,yazevedo@ig.com.br,TO,28/11/1988,,2025-05-09,3357.57,Inativo
1152,André Martins,387.290.615-12,zda-mota@hotmail.com,AL,08/04/2001,(031) 3323-0931,2025-03-01,2378.27,Inativo
1153,Laura Fogaça,596.310.784-93,hmoreira@gmail.com,MA,23/08/1969,(061) 9654 0681,2024-12-07,54.64,Bloqueado
1154,Sra. Caroline Souza,649.105.387-39,leandrooliveira@gmail.com,AM,05/03/1979,+55 21 7383-1458,2025-04-09,2458.31,Inativo
1155,Eloah Peixoto,912.587.634-19,meloemanuelly@costela.com,BA,22/05/2000,,2025-07-02,1480.33,Inativo
1156,ALICE VIEIRA,139.405.862-42,benjaminferreira@martins.com,BA,18/02/1947,(021) 1804 1754,2024-09-30,438.55,Ativo
1157,Pietro Martins,834.270.695-83,livia97@gomes.net,ES,28/05/1973,(011) 8497-5542,2025-02-12,4519.83,Bloqueado
1158,Maria Luiza Cavalcanti,442452,pereiramelissa@castro.org,SC,17/01/1966,61 9164 1385,2024-09-01,1921.93,Bloqueado
1159,Juan da Costa,267.548.031-26,lbarbosa@costela.br,Piauí,31/03/1970,71 1843-9682,2025-01-11,4416.97,Inativo
1160,Júlia Nascimento,210.473.658-71,augusto42@ig.com.br,PR,07/05/2003,+55 (011) 2757-6563,2025-02-17,263.18,Bloqueado
1161,Milena Martins,128.579.460-58,joaquim72@farias.br,PI,20/02/1980,+55 81 9941-9514,2024-12-05,4550.54,Bloqueado
1162,Raquel Teixeira,,ada-paz@porto.br,RR,15/10/2004,+55 (051) 6168 6769,2024-11-15,3955.49,Bloqueado
1163,Isaac Costa,440377,diasrodrigo@castro.com,MS,24/12/1965,+55 (061) 3267 6798,2024-10-22,2115.41,Bloqueado
1164,Eduardo Rezende,890.467.213-96,eduardo@,MS,03/02/1984,(061) 8605-8603,2025-05-05,3718.0,Ativo
1165,Manuela da Costa,248.690.731-96,julia49@gmail.com,SC,18/07/1989,,2024-09-01,4925.04,Ativo
1166,Heitor Oliveira,291.548.763-46,stellada-conceicao@cavalcanti.com,PB,15/02/1964,,2024-11-12,850.34,Inativo
1167,Laura da Paz,854.792.163-09,ceciliaazevedo@bol.com.br,PI,29/06/1972,0800 075 5746,2025-08-02,2697.21,Inativo
1168,Isabelly Carvalho,569.782.410-67,fernandesenzo-gabriel@uol.com.br,RJ,17/06/2004,+55 (084) 4368-3026,2024-10-11,3892.07,Bloqueado
1169,Maria Alice Nascimento,950.468.172-76,marcos-vinicius59@barros.br,RJ,06/03/1995,21 2756 7414,2025-04-02,3327.89,Bloqueado
1170,João Lucas Teixeira,132.574.980-04,ccardoso@uol.com.br,SE,10/11/1953,+55 (041) 7543 9177,2025-06-27,4134.17,Inativo
1171,Bruno Costela,362.871.495-82,bruno@,MT,01/05/1946,+55 51 2622 6909,2025-01-13,509.65,Bloqueado
1172,Lucas da Mata,358.219.476-00,oaragao@bol.com.br,SE,28/10/1945,(084) 6973 2495,2025-04-26,3005.85,Bloqueado
1173,Ian da Costa,,theoaraujo@cavalcanti.net,CE,14/06/1988,+55 (084) 9052 8111,2025-07-26,133.14,Bloqueado
1174,Emanuella Azevedo,639.810.754-39,emanuella58@da.org,DF,19/06/1971,11 9496 2656,2025-01-09,892.55,Bloqueado
1175,Vicente Lima,325.967.418-73,agathaalves@bol.com.br,PI,22/03/2002,0500 732 1197,2025-07-11,4948.77,Ativo
1176,Emanuelly Correia,842.361.759-91,isisribeiro@gmail.com,MA,06/02/1976,+55 84 5795 2043,2025-08-06,4813.12,Ativo
1177,Emanuella Monteiro,829.410.653-42,yduarte@gmail.com,AM,06/04/1969,31 7712 3670,2025-07-26,4419.12,Bloqueado
1178,Melissa Rezende,068.351.247-17,luigi77@pinto.br,Tocantins,04/09/2006,(011) 2404-0057,2025-05-03,2004.02,Bloqueado
1179,Sophia da Conceição,980.514.276-02,da-luzdavi-lucca@gomes.br,SC,09/04/1966,,2025-02-08,1327.25,Bloqueado
1180,Rodrigo da Mata,390.725.164-43,hvieira@alves.br,MA,11/05/1974,0800 271 0701,2024-12-05,503.69,Bloqueado
1181,Gustavo Pires,257.380.941-23,joao-pedro65@novaes.com,SP,13/02/1999,(031) 9721-7134,2025-06-04,2262.87,Inativo
1182,Olivia Carvalho,589.362.041-06,irodrigues@hotmail.com,GO,06/06/1947,0800-586-4972,2025-02-20,1470.27,Bloqueado
1183,Heloísa Dias,629.153.078-30,zramos@hotmail.com,TO,03/12/1959,+55 81 1303-9647,2024-09-02,1475.82,Inativo
1184,Maria Vitória Nascimento,816.304.795-00,vicente23@teixeira.br,CE,31/11/1985,(011) 0712-6674,2024-09-01,4353.76,Bloqueado
1185,Francisco Cunha,429.357.861-73,antonio63@mendes.org,SE,19/01/1985,+55 31 3297-7248,2025-01-05,4329.74,Inativo
1186,Sarah Caldeira,647.309.521-70,gustavoda-paz@pereira.br,DF,13/05/1969,,2025-06-21,1048.02,Ativo
1187,Isabelly Gonçalves,351.674.829-09,evelyn10@uol.com.br,RR,29/03/1998,+55 (071) 0963-5940,2025-06-30,4203.09,Bloqueado
1188,Carolina Novaes,657.432.108-53,carolina@,MS,06/03/1961,61 0300-4897,2025-05-06,4809.05,Bloqueado
1189,Júlia Costa,,maria-julia13@duarte.com,RO,15/04/1964,81 3634-7238,2025-05-14,929.77,Bloqueado
1190,Dra. Nicole Campos,923.157.846-46,joao-pedro71@rocha.org,RO,30/05/1969,(041) 2891 3956,2024-08-21,3672.02,Ativo
1191,Sra. Eduarda Sales,530.921.674-06,rodriguesthales@campos.br,AC,30/01/2006,(011) 5473 1104,2024-11-27,4410.57,Ativo
1192,Thales Barbosa,351.260.879-59,julia84@lima.com,TO,13/09/2005,+55 (081) 0357 4558,2025-06-03,2446.41,Bloqueado
1193,LEANDRO CARVALHO,021.498.356-06,mourapietro@uol.com.br,MA,04/10/1960,(031) 9774-7442,2024-11-12,3782.6,Ativo
1194,Valentina Gomes,608.142.953-98,vferreira@uol.com.br,TO,15/11/1997,(061) 8901-8200,2024-09-13,1335.72,Bloqueado
1195,Pietra Lima,734.102.856-44,ferreiraanthony@gmail.com,RN,07/03/1950,81 7106-0287,2024-08-19,1609.65,Bloqueado
1196,Arthur Azevedo,534.178.092-23,moraeslucas-gabriel@da.com,MT,21/01/1970,+55 (041) 4774-2045,2025-06-12,2702.18,Ativo
1197,Luiz Miguel Martins,475.893.612-91,larissa94@ig.com.br,SE,05/03/1973,11 1150-4686,2025-05-06,4639.21,Ativo
1198,Júlia da Cunha,175.904.836-48,duartediego@hotmail.com,RN,02/01/1959,+55 (061) 4231-5739,2024-09-28,4784.4,Inativo
1199,Cauê da Costa,285.031.964-33,maria-juliarezende@ig.com.br,RR,17/04/1995,(071) 2383-9285,2024-12-04,742.03,Inativo
1200,Alícia da Conceição,483.720.615-80,joao-gabrielsilva@dias.com,RR,06/06/1967,,2025-04-21,295.43,Inativo
1201,Letícia Moura,201.856.394-70,ucardoso@mendes.br,Mato Grosso do Sul,25/02/1951,(041) 3874-4090,2025-08-03,1488.09,Inativo
1202,VICENTE RODRIGUES,043.257.918-41,bda-mota@yahoo.com.br,RO,17/01/1951,+55 (061) 3790 2793,2025-06-08,1384.34,Ativo
1203,Calebe Sales,931.075.824-41,jnascimento@moura.com,SE,26/05/1957,,2025-05-25,3445.25,Bloqueado
1204,Emanuella Peixoto,436.571.920-34,diogoda-luz@da.org,SE,27/08/1979,41 8595-7302,2024-08-29,4619.56,Ativo
1205,Enzo Gabriel da Cruz,206.514.973-61,clarice10@fernandes.br,RN,04/09/1982,+55 (084) 9278 9739,2024-11-19,2878.96,Bloqueado
1206,Isadora Gonçalves,406.217.958-01,tlopes@teixeira.br,PB,28/04/2005,+55 (041) 3800 4335,2025-09-15,3865.06,Ativo
1207,Dra. Alexia Caldeira,842.975.063-00,daniela39@hotmail.com,MG,11/03/1955,+55 61 4944 7184,2025-06-26,1619.91,Ativo
1208,Pedro Lucas Viana,639.148.257-82,jnovaes@fogaca.com,PR,26/05/1952,,2025-07-30,2065.68,Inativo
1209,Kaique Viana,578.109.346-00,leticiateixeira@hotmail.com,GO,28/10/1979,+55 (021) 8276-3043,2025-02-21,4799.75,Inativo
1210,Eloah Lopes,753.912.046-07,pcunha@bol.com.br,AC,18/11/1946,(021) 0733 2326,2025-06-11,2668.18,Bloqueado
1211,Emanuel Cavalcanti,,bpinto@nunes.org,MS,27/06/1968,61 9723 2918,2025-03-18,2166.11,Inativo
1212,Miguel Vieira,127.963.580-03,bianca88@yahoo.com.br,RS,25/03/1952,(051) 0326 2367,2025-03-16,3909.94,Bloqueado
1213,Luiz Fernando Freitas,702656,nmelo@oliveira.br,PI,02/02/1985,,2025-02-09,769.46,Ativo
1214,Laura Cardoso,908.314.625-15,rda-rocha@moreira.org,AL,12/07/1966,+55 (081) 1291-2688,2024-09-04,3580.22,Bloqueado
1215,Dra. Sophie Gomes,279.601.453-34,caua97@santos.br,Goiás,29/12/1986,+55 84 8012-2946,2025-01-02,2709.58,Ativo
1216,Natália Souza,694.731.802-50,nicolas83@rezende.com,MA,06/04/1990,71 4951 5898,2024-12-01,1101.83,Inativo
1217,SR. PEDRO HENRIQUE DAS NEVES,819.537.604-57,barrossarah@uol.com.br,SC,12/06/1962,+55 (081) 3967-6573,2024-09-06,1058.75,Ativo
1218,Miguel Souza,170.426.958-01,icavalcanti@barros.com,SP,17/09/1993,+55 (021) 2289-6682,2024-10-12,3628.1,Ativo
1219,Srta. Lavínia Barros,814.573.296-46,da-matamelissa@gmail.com,CE,15/08/1977,(071) 7149-9269,2025-06-12,472.14,Bloqueado
1220,Rodrigo Gomes,813.407.926-13,silveirafelipe@melo.br,Acre,03/11/1965,+55 31 3422-7512,2024-11-09,1786.31,Inativo
1221,Srta. Ana Carolina da Cruz,534.967.821-37,maria-claradas-neves@hotmail.com,RR,12/01/1989,11 9456 8304,2025-03-05,2367.38,Inativo
1222,Dra. Luna Freitas,988578,maite39@yahoo.com.br,MA,07/06/1952,(051) 5282-5929,2025-07-14,3816.19,Ativo
1223,Srta. Evelyn Freitas,517.643.890-93,bianca70@bol.com.br,PR,16/05/1952,+55 41 6346 8191,2025-03-21,2602.63,Ativo
1224,Pedro Henrique Silva,504.137.692-16,ycavalcanti@yahoo.com.br,RR,30/07/1988,+55 61 3861 3571,2024-11-03,3134.06,Inativo
1225,Kamilly Pires,,kamilly@,Minas Gerais,13/11/1984,+55 (051) 0066 2842,2025-04-03,2050.12,Bloqueado
1226,Pedro Novaes,968.031.247-03,vmonteiro@da.br,Amapá,19/09/1971,,2025-04-13,579.8,Inativo
1227,Sra. Maitê Cardoso,519.867.234-37,gbarbosa@ribeiro.org,PA,26/07/1974,,2024-11-14,4499.75,Inativo
1228,Guilherme Silveira,875.061.394-48,vianabeatriz@aragao.net,ES,15/06/1957,11 4570 6076,2025-04-28,997.51,Ativo
1229,Juliana Rocha,902.431.875-05,fmoura@duarte.br,PA,29/01/2007,51 7804 7436,2024-10-06,1263.9,Inativo
1230,Lucca Novaes,459.261.378-37,duartefernando@sales.br,SP,02/01/1957,(021) 4019-8557,2025-03-26,3804.27,Ativo
1231,Maria Fernanda Gomes,386.019.725-86,laviniadas-neves@ig.com.br,RR,30/12/1993,+55 41 7853 9587,2024-10-14,3975.09,Ativo
1232,MARIANE CARDOSO,098.624.751-02,duartevitoria@sales.org,SC,31/11/1985,+55 41 4077 9700,2025-02-05,954.99,Bloqueado
1233,Lara Melo,650.237.198-12,cardosonoah@rezende.com,PB,11/01/1951,(051) 4225 9627,2025-01-04,1700.0,Ativo
1234,Yago Dias,367.248.950-65,gustavo-henrique13@gmail.com,PR,07/04/1974,(084) 9499 7290,2025-03-20,334.33,Inativo
1235,João Pedro Pires,,ribeiromelissa@gmail.com,MS,16/08/1975,84 3127 1701,2025-07-15,3569.22,Ativo
1236,Sra. Ana Sophia da Cunha,510.836.927-12,santoslevi@gmail.com,RN,28/06/1948,+55 84 6548-8553,2024-11-01,4707.42,Bloqueado
1237,Luiz Felipe Almeida,396.715.840-39,luiz@,PB,22/09/1977,+55 61 2849 9708,2025-07-17,4302.43,Bloqueado
